	CUBO	IWELBO	MAE	PSIS	a2_norm	eval_encoder_name	experiment	oliv
0	-16.4081787109375	-17.246322631835938	"[1.02770905e-01 1.02849606e-01 1.02661863e-01 1.02562738e-01
 1.02542478e-01 1.02433845e-01 1.02254655e-01 1.02247530e-01
 1.01893251e-01 1.01928635e-01 1.02203748e-01 1.02181568e-01
 1.02946263e-01 1.02462106e-01 1.02528631e-01 1.02151713e-01
 1.02059185e-01 1.02259417e-01 1.01899159e-01 1.00979765e-01
 9.91399107e-02 9.76510300e-02 9.56075349e-02 9.26040383e-02
 8.83329835e-02 8.15077257e-02 7.17482679e-02 6.10290364e-02
 4.70327515e-02 3.32208974e-02 2.06227097e-02 9.84760972e-03
 3.80827811e-03 2.66307073e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5501289521485166	1.4804301441566736	train	0	"[[0.29183376 0.5285888  0.44511345 0.261339   0.328077   0.2916972 ]
 [0.25645754 0.5351648  0.4573015  0.31904435 0.34184578 0.30243668]
 [0.27068895 0.5333929  0.4933731  0.2987654  0.3560624  0.3092404 ]
 ...
 [0.29870135 0.5206242  0.44572833 0.25773767 0.3454952  0.32259482]
 [0.27984983 0.5335002  0.53557366 0.27900416 0.35837168 0.30413052]
 [0.23455596 0.577768   0.38505924 0.25573242 0.31603587 0.23562242]]"
1	-16.215699462890626	-17.250082397460936	"[1.05226275e-01 1.05181572e-01 1.05274941e-01 1.05339210e-01
 1.05308709e-01 1.05532437e-01 1.05865069e-01 1.06370404e-01
 1.06418079e-01 1.06581368e-01 1.07108318e-01 1.07392565e-01
 1.07448954e-01 1.07756572e-01 1.08218531e-01 1.08752199e-01
 1.08232235e-01 1.08151548e-01 1.08918651e-01 1.08870592e-01
 1.09835271e-01 1.07396041e-01 1.04860429e-01 9.95571863e-02
 9.61658306e-02 9.17146353e-02 8.42989514e-02 6.91958421e-02
 5.54246362e-02 3.82936890e-02 2.18745583e-02 9.10280564e-03
 3.22365045e-03 2.55174616e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5694809330451917	1.6558503988329056	VAE	0	"[[0.24979106 0.5959732  0.45926812 0.2566874  0.2899606  0.29039544]
 [0.32809883 0.59096473 0.5436104  0.26555097 0.37149727 0.25951728]
 [0.2512028  0.5614768  0.52445674 0.2366997  0.36251396 0.2699119 ]
 ...
 [0.23494977 0.5523802  0.50551385 0.21685295 0.25275454 0.2856679 ]
 [0.21693905 0.53646654 0.4635791  0.21484016 0.28788394 0.23623678]
 [0.27217934 0.59720546 0.51522523 0.24055056 0.31053185 0.23645417]]"
2	-16.71530822753906	-17.245076904296877	"[1.05142655e-01 1.04961925e-01 1.05019397e-01 1.04943512e-01
 1.04812041e-01 1.04612356e-01 1.04811150e-01 1.04990755e-01
 1.04984052e-01 1.04455638e-01 1.04133082e-01 1.03477356e-01
 1.03550459e-01 1.03597805e-01 1.04062474e-01 1.04016878e-01
 1.04176494e-01 1.04716232e-01 1.05491888e-01 1.04035654e-01
 1.03029953e-01 1.01131127e-01 9.77124456e-02 9.36023740e-02
 8.83125967e-02 8.03594734e-02 7.20367126e-02 5.97847475e-02
 4.82337915e-02 3.24882414e-02 1.83740762e-02 8.21089786e-03
 2.70000757e-03 2.62026252e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.3448188346730453	0.9362714546511637	IWAE	0	"[[0.38412166 0.5243927  0.80108273 0.30708504 0.6361687  0.48847654]
 [0.48253632 0.68475914 0.6111679  0.33110872 0.54140395 0.53764915]
 [0.46169505 0.5898396  0.5971246  0.41124046 0.6368508  0.3930995 ]
 ...
 [0.42781627 0.53753746 0.6284676  0.35449314 0.5337503  0.44065893]
 [0.42478997 0.6366516  0.60901237 0.43336365 0.4945585  0.4526212 ]
 [0.37937322 0.5340584  0.6763674  0.27559683 0.5957747  0.44571745]]"
3	-16.416759033203125	-17.2392431640625	"[1.07140667e-01 1.07222840e-01 1.07105152e-01 1.06965268e-01
 1.07046378e-01 1.06711213e-01 1.06560464e-01 1.06595453e-01
 1.06472961e-01 1.06283855e-01 1.06373168e-01 1.06135822e-01
 1.06325810e-01 1.06321734e-01 1.05946273e-01 1.05840743e-01
 1.06315739e-01 1.06744206e-01 1.06160676e-01 1.06450062e-01
 1.07082447e-01 1.06850344e-01 1.03242340e-01 9.72580536e-02
 9.05083772e-02 8.45236972e-02 7.64514347e-02 6.46783548e-02
 5.09276579e-02 3.52531899e-02 1.98753841e-02 9.62036571e-03
 2.22289695e-03 2.47088151e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5095800808407868	1.2474697817983582	Forward KL	0	"[[0.31319603 0.5524934  0.54183227 0.2589445  0.42885882 0.31275225]
 [0.28354523 0.7038001  0.5179465  0.24441426 0.38232642 0.32399267]
 [0.29227304 0.6144636  0.59218466 0.25479263 0.40304565 0.3266828 ]
 ...
 [0.31014442 0.5534522  0.50288814 0.27428907 0.3970987  0.3288594 ]
 [0.26275706 0.56946796 0.6044876  0.26581088 0.42544323 0.36274877]
 [0.23119837 0.6218861  0.4938613  0.27543196 0.4506908  0.25725454]]"
4	-16.613438720703126	-17.24421813964844	"[1.03071930e-01 1.03076471e-01 1.03559743e-01 1.03439834e-01
 1.03355486e-01 1.02896483e-01 1.03001018e-01 1.03482667e-01
 1.03707272e-01 1.03874520e-01 1.03608910e-01 1.02963946e-01
 1.03226092e-01 1.03635864e-01 1.03566353e-01 1.03408216e-01
 1.02533838e-01 1.01600939e-01 1.00523235e-01 1.00997989e-01
 1.00182619e-01 9.93104339e-02 9.75660085e-02 9.30235381e-02
 8.85281711e-02 8.28037856e-02 7.44045368e-02 6.35534469e-02
 4.98562961e-02 3.50730683e-02 2.11448473e-02 8.93403332e-03
 3.17170702e-03 2.12562256e-04 7.28507655e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.16724471881002365	0.9520742382766452	$\chi$	0	"[[0.8414745  0.6606581  0.9208013  0.52600783 0.5968267  0.45038414]
 [0.757095   0.76752    1.0045458  0.48916465 0.6314784  0.28585947]
 [0.7780125  0.71612096 0.64092946 0.41540998 0.77876157 0.4095868 ]
 ...
 [1.0711083  0.61799693 1.0504577  0.57902753 0.6363319  0.3802822 ]
 [0.93173414 0.7120005  0.6464493  0.3413805  0.6587208  0.3630923 ]
 [0.81651425 0.5337241  0.59734297 0.41349685 1.2807453  0.38072044]]"
5	-16.63131042480469	-17.2444482421875	"[1.04743570e-01 1.04733213e-01 1.05044631e-01 1.05016857e-01
 1.04923172e-01 1.04903675e-01 1.05432084e-01 1.05548624e-01
 1.05374987e-01 1.05555392e-01 1.05601259e-01 1.05744546e-01
 1.06261976e-01 1.05917809e-01 1.05636728e-01 1.05906968e-01
 1.05318139e-01 1.05119165e-01 1.04603387e-01 1.04719828e-01
 1.04594419e-01 1.02886594e-01 9.98186712e-02 9.47861437e-02
 8.88210708e-02 8.16260244e-02 7.27719427e-02 6.13599204e-02
 4.87731761e-02 3.33861068e-02 1.93703746e-02 9.62414984e-03
 3.14167097e-03 5.09828580e-04 9.92375142e-05 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.11437333084871737	0.9510220538162963	$\chi$ (St)	0	"[[0.6898684  0.69974095 0.8058175  0.61423445 0.77335364 0.6038614 ]
 [0.781126   0.70118177 0.8982466  0.28980097 0.88421154 0.3548985 ]
 [0.75290316 0.639248   1.2801167  0.32103816 0.6721306  0.428204  ]
 ...
 [0.6739886  0.6398016  0.92823064 0.5790979  0.6139294  0.50087506]
 [0.5960746  0.4983595  1.6097447  0.37801537 0.6246518  0.37018943]
 [0.5554304  0.75949895 0.71596575 0.48516196 0.915947   0.49521977]]"
6	-16.6230859375	-17.241278076171874	"[1.02362787e-01 1.02480337e-01 1.02519039e-01 1.02570806e-01
 1.02681492e-01 1.02675402e-01 1.02787157e-01 1.02806737e-01
 1.02925954e-01 1.02842036e-01 1.02826915e-01 1.03094048e-01
 1.03065683e-01 1.02796558e-01 1.02436124e-01 1.02959613e-01
 1.02921016e-01 1.03282923e-01 1.02672683e-01 1.02460506e-01
 1.01446733e-01 9.96246307e-02 9.76930556e-02 9.45394231e-02
 8.92211177e-02 8.26120683e-02 7.31079720e-02 6.20406735e-02
 4.79435364e-02 3.24095084e-02 1.83873165e-02 7.74952164e-03
 1.87276028e-03 4.05840928e-04 8.71974420e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.3094550685484692	0.0	MsbVAEB	0	[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]
7	-16.276669311523438	-17.1147802734375	"[9.08292787e-02 9.08792465e-02 9.07842535e-02 9.07441626e-02
 9.07478601e-02 9.07845420e-02 9.10760805e-02 9.09705445e-02
 9.05501398e-02 9.05468634e-02 9.06790781e-02 9.04416873e-02
 9.04812989e-02 9.06535789e-02 9.06713292e-02 9.04348418e-02
 9.00642397e-02 8.99181143e-02 8.90034117e-02 8.87233304e-02
 8.72840569e-02 8.67737805e-02 8.55176067e-02 8.26103955e-02
 7.85549671e-02 7.46119279e-02 6.67870284e-02 5.58539807e-02
 4.23277477e-02 2.77612663e-02 1.57106452e-02 5.71203148e-03
 1.46553016e-03 1.55162539e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5500050298582277	1.4839096851625644	train	1	"[[0.30923748 0.7135643  0.5190145  0.26507926 0.3846373  0.3079437 ]
 [0.329089   0.5734687  0.47263467 0.23022701 0.31217474 0.27985117]
 [0.32253176 0.62906307 0.47956383 0.23608476 0.31690323 0.29760236]
 ...
 [0.30043283 0.6623308  0.5035552  0.2691478  0.3157637  0.29537356]
 [0.28526783 0.6365778  0.43841133 0.23036203 0.31701672 0.2790994 ]
 [0.27631542 0.52736664 0.39339012 0.20762306 0.29240453 0.27066714]]"
8	-16.144786987304688	-17.12308410644531	"[9.39501801e-02 9.36488721e-02 9.37412204e-02 9.38145902e-02
 9.38335924e-02 9.39103598e-02 9.31549267e-02 9.27848621e-02
 9.26854201e-02 9.27666926e-02 9.27824370e-02 9.29043384e-02
 9.21478856e-02 9.29733022e-02 9.22925265e-02 9.22183609e-02
 9.16020565e-02 9.25378456e-02 9.19608189e-02 9.21518363e-02
 9.17604916e-02 8.89609113e-02 8.71065328e-02 8.53310342e-02
 8.16292968e-02 7.47183918e-02 6.93092896e-02 5.95953227e-02
 4.67593020e-02 2.84033576e-02 1.59120090e-02 8.55170251e-03
 2.01530514e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5731270080343758	1.5253073339479952	VAE	1	"[[0.24058561 0.5846093  0.46881673 0.22725385 0.2865473  0.2670295 ]
 [0.2613874  0.5259988  0.49253318 0.18691957 0.29890525 0.27032018]
 [0.27768636 0.60074455 0.5081048  0.261656   0.33978552 0.34027997]
 ...
 [0.24521299 0.53541064 0.44464263 0.22575235 0.30853045 0.3083101 ]
 [0.23387915 0.5696755  0.4603775  0.2179426  0.23677674 0.29262924]
 [0.23334925 0.59632266 0.46187282 0.20135587 0.33188337 0.26780012]]"
9	-16.5333984375	-17.11487060546875	"[9.27629118e-02 9.27741713e-02 9.30011969e-02 9.31534908e-02
 9.30551301e-02 9.30967937e-02 9.33177927e-02 9.34407432e-02
 9.32021577e-02 9.31985061e-02 9.29090901e-02 9.27090080e-02
 9.25770188e-02 9.30085251e-02 9.33255918e-02 9.30439313e-02
 9.30522922e-02 9.33849295e-02 9.26602764e-02 9.19108162e-02
 9.16997268e-02 9.03135684e-02 8.82441659e-02 8.58946549e-02
 8.23079365e-02 7.62539014e-02 6.77965385e-02 5.57688524e-02
 4.32170131e-02 3.00074090e-02 1.54189690e-02 5.85611564e-03
 2.15206538e-03 1.39680262e-04 6.87972774e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.3976942413629371	0.9359908307399019	IWAE	1	"[[0.37372085 0.5351438  0.5848926  0.39312962 0.5555819  0.55362415]
 [0.4166164  0.60440224 0.6868487  0.341502   0.5807256  0.293751  ]
 [0.47770092 0.6791933  0.6716842  0.3931261  0.5351944  0.4309229 ]
 ...
 [0.43136814 0.62903625 0.6781808  0.34003904 0.47651267 0.53483933]
 [0.3952152  0.5578815  0.6355841  0.2763594  0.6067375  0.4432238 ]
 [0.49273223 0.6170513  0.5868995  0.29161364 0.69044644 0.31256595]]"
