	CUBO	IWELBO	MAE	PSIS	a2_norm	encoder_type	eval_encoder_name	experiment
32	-16.487793579101563	-17.12949157714844	"[9.27459211e-02 9.27097046e-02 9.28153749e-02 9.28513822e-02
 9.29706935e-02 9.24957710e-02 9.26059710e-02 9.29660939e-02
 9.27245900e-02 9.31007146e-02 9.32907667e-02 9.28750795e-02
 9.30005807e-02 9.26321089e-02 9.33951629e-02 9.32761707e-02
 9.42622209e-02 9.47668113e-02 9.42282944e-02 9.43645926e-02
 9.29768450e-02 9.11119723e-02 8.91072163e-02 8.52204601e-02
 8.14548760e-02 7.49000123e-02 6.64419983e-02 5.39495328e-02
 3.97940232e-02 2.77669813e-02 1.45167132e-02 5.68968464e-03
 1.32682881e-03 1.85241038e-04 4.56378927e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.18574354984849153	0.952140718606056	['CUBO']	$\chi$	4
33	-16.53341125488281	-17.130010375976564	"[9.18782133e-02 9.19618613e-02 9.19889112e-02 9.21623736e-02
 9.22347201e-02 9.23375930e-02 9.24636582e-02 9.29788981e-02
 9.29510565e-02 9.32890773e-02 9.33200221e-02 9.31935878e-02
 9.26252042e-02 9.24011923e-02 9.31655399e-02 9.26839130e-02
 9.32721545e-02 9.27881641e-02 9.16226564e-02 9.04392832e-02
 8.87317983e-02 8.74588443e-02 8.57371000e-02 8.30403821e-02
 7.78647254e-02 7.18700569e-02 6.42985721e-02 5.33584052e-02
 4.23786368e-02 2.85409317e-02 1.50007483e-02 5.82127473e-03
 1.63113697e-03 3.60046239e-04 1.59275325e-05 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.12204334743881484	0.958775468327605	['CUBO']	$\chi$ (St)	4
34	-16.515531616210936	-17.12862548828125	"[8.95205121e-02 8.95742160e-02 8.96106556e-02 8.96116609e-02
 8.95714510e-02 8.95669021e-02 8.95939268e-02 8.96294737e-02
 8.96970535e-02 8.96555721e-02 8.96211196e-02 8.96364318e-02
 9.00513858e-02 9.04116415e-02 9.01854134e-02 9.02573292e-02
 9.02782960e-02 9.05690971e-02 9.07207383e-02 8.98243290e-02
 8.91706209e-02 8.87002492e-02 8.69937546e-02 8.44402459e-02
 8.05509119e-02 7.46545401e-02 6.62533540e-02 5.54333813e-02
 4.30122178e-02 2.86548483e-02 1.51403408e-02 6.41017194e-03
 1.49915058e-03 3.03639452e-04 6.10198720e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.31252895402670455	0.0	['IWELBO', 'CUBO', 'REVKL']	MsbVAEB	4
35	-15.78739013671875	-16.920809936523437	"[4.02947042e-02 4.03838053e-02 4.04050790e-02 4.01662649e-02
 4.00134266e-02 3.89920079e-02 3.90827057e-02 3.90437878e-02
 3.89147283e-02 3.89111235e-02 3.88599918e-02 3.85966106e-02
 3.83770192e-02 3.80371013e-02 3.76647904e-02 3.73563014e-02
 3.65915787e-02 3.71495943e-02 3.65324460e-02 3.64373535e-02
 3.49573200e-02 3.33025229e-02 3.41679344e-02 3.36566278e-02
 3.50925124e-02 3.38247021e-02 3.06621626e-02 2.34640273e-02
 1.85504757e-02 1.33357210e-02 8.93639207e-03 3.97246607e-03
 1.36005359e-03 2.05316910e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5189861812247089	1.1634555017687251	train	train	0
36	-15.145088500976563	-16.932557373046876	"[7.77281399e-02 7.73546404e-02 7.69537398e-02 7.68336900e-02
 7.62187633e-02 7.59989809e-02 7.63032957e-02 7.61362783e-02
 7.65563904e-02 7.63836479e-02 7.61522905e-02 7.67576167e-02
 7.66515704e-02 7.93921475e-02 7.88633726e-02 7.82857810e-02
 7.79335899e-02 7.78269062e-02 7.60956013e-02 7.23655786e-02
 7.22379858e-02 6.87165016e-02 6.92460922e-02 6.18082513e-02
 5.97450775e-02 5.56308286e-02 5.10254926e-02 4.17780081e-02
 3.26554958e-02 2.77350645e-02 1.91396930e-02 1.07054835e-02
 2.27832209e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.7494076669463395	3.783505389265016	['ELBO']	VAE	0
37	-15.79644775390625	-16.912924194335936	"[5.24960144e-02 5.22690086e-02 5.25562679e-02 5.27873401e-02
 5.28875531e-02 5.29954298e-02 5.31811658e-02 5.34267517e-02
 5.32695185e-02 5.28797608e-02 5.32412979e-02 5.31934689e-02
 5.27768143e-02 5.34560019e-02 5.38291828e-02 5.28680264e-02
 5.34053062e-02 5.27400627e-02 5.33675343e-02 5.40847785e-02
 4.98076347e-02 4.75742531e-02 4.75754468e-02 4.62892387e-02
 4.46548138e-02 4.08169826e-02 3.71073222e-02 2.88173543e-02
 2.62644099e-02 2.11942710e-02 1.56794692e-02 8.23997435e-03
 1.70056973e-03 8.61582063e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5227345629621113	1.258340141151154	['IWELBO']	IWAE	0
38	-15.400855102539062	-16.93736083984375	"[6.30711932e-02 6.30465028e-02 6.31834724e-02 6.33505939e-02
 6.32183268e-02 6.38506415e-02 6.41001408e-02 6.46761947e-02
 6.50925917e-02 6.54800187e-02 6.64345440e-02 6.55215890e-02
 6.59780026e-02 6.57164220e-02 6.50936839e-02 6.56775125e-02
 6.63122931e-02 6.42238281e-02 6.51046557e-02 6.31945710e-02
 6.56691914e-02 6.41295029e-02 6.30879192e-02 6.29924040e-02
 6.06431191e-02 5.68759821e-02 5.29318079e-02 4.89842256e-02
 4.11286296e-02 3.22167371e-02 2.13897074e-02 9.73850621e-03
 1.93636923e-03 2.53696441e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.6478117507068031	2.337922522455942	['REVKL']	Forward KL	0
39	-15.6501513671875	-16.92761474609375	"[5.01315822e-02 5.01852054e-02 5.01697613e-02 5.02709940e-02
 5.00153375e-02 4.91588449e-02 4.88046296e-02 4.91975401e-02
 4.85462984e-02 4.96716212e-02 4.94355747e-02 4.97359370e-02
 5.02590714e-02 4.96633675e-02 4.87171898e-02 4.86654652e-02
 4.75655622e-02 4.97896922e-02 4.92208363e-02 4.70404209e-02
 4.82714244e-02 4.75258714e-02 4.78064087e-02 4.60539301e-02
 4.33744332e-02 4.19962423e-02 3.64209096e-02 3.21295723e-02
 2.54498199e-02 1.73720300e-02 1.12305113e-02 6.22097498e-03
 1.60017026e-03 2.51120626e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4725036858997805	1.120850239649385	['CUBO']	$\chi$	0
40	-15.826408081054687	-16.921530151367186	"[5.20794581e-02 5.18738535e-02 5.20528180e-02 5.19844650e-02
 5.22314541e-02 5.18254758e-02 5.15804101e-02 5.14817374e-02
 5.11593337e-02 5.08445534e-02 4.98613906e-02 4.90245715e-02
 4.83254654e-02 4.76458011e-02 4.72657264e-02 4.69427724e-02
 4.53123894e-02 4.46202009e-02 4.32298632e-02 4.33674146e-02
 4.53567996e-02 4.36911925e-02 4.13182928e-02 4.06547288e-02
 4.03230477e-02 3.74756767e-02 3.36407503e-02 2.69990944e-02
 2.42505724e-02 1.78707474e-02 1.28008248e-02 7.71822494e-03
 1.92120189e-03 2.58567110e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4506106228411465	1.096392866160949	['CUBO']	$\chi$ (St)	0
41	-15.63236083984375	-16.921292724609376	"[3.78494715e-02 3.80306097e-02 3.80366863e-02 3.78070266e-02
 3.77571392e-02 3.78934207e-02 3.76997981e-02 3.76496538e-02
 3.74108687e-02 3.74090411e-02 3.79628774e-02 3.74495784e-02
 3.75018107e-02 3.80833065e-02 3.77421095e-02 3.78302517e-02
 3.73777931e-02 3.68409487e-02 3.63482530e-02 3.62003278e-02
 3.57965464e-02 3.56792557e-02 3.28166144e-02 3.33424981e-02
 2.98174397e-02 2.64622500e-02 2.44299303e-02 2.07401709e-02
 1.61007846e-02 1.28032531e-02 8.98675868e-03 5.46296596e-03
 1.16016048e-03 2.32294797e-04 6.87764158e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5200769179444952	0.0	['IWELBO', 'CUBO', 'REVKL']	MsbVAEB	0
42	-15.88163330078125	-16.917911987304688	"[4.08963579e-02 4.10518922e-02 4.11086995e-02 4.11045622e-02
 4.09893202e-02 4.10573534e-02 4.09610081e-02 4.11245425e-02
 4.10299883e-02 4.13233209e-02 4.13157375e-02 4.18619352e-02
 4.23068272e-02 4.19644194e-02 4.21477493e-02 4.23239987e-02
 4.31093780e-02 4.25311256e-02 4.25668897e-02 4.26846186e-02
 4.26448101e-02 4.17644557e-02 3.87602980e-02 3.83623580e-02
 3.77635164e-02 3.45428607e-02 3.27887884e-02 2.95612147e-02
 2.29583119e-02 1.89525887e-02 1.39205754e-02 8.07168988e-03
 1.33014299e-03 1.69002018e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.494930527978347	1.2515791672795995	train	train	1
43	-15.119041748046875	-16.96658447265625	"[7.71499119e-02 7.75622683e-02 7.72650653e-02 7.76128728e-02
 7.80695014e-02 7.80350967e-02 7.81702716e-02 7.85082091e-02
 7.85898330e-02 7.80465043e-02 7.84444062e-02 7.78796663e-02
 7.78096734e-02 7.82408420e-02 7.86161909e-02 7.87019822e-02
 7.60228329e-02 7.51586792e-02 7.45992568e-02 7.53607489e-02
 7.58561465e-02 7.64775021e-02 7.46449144e-02 6.83126528e-02
 6.31295057e-02 6.14704287e-02 5.86396612e-02 4.98732474e-02
 3.59891284e-02 2.55130701e-02 1.91330613e-02 7.85811222e-03
 2.35018516e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.7581742817482946	3.629560928513212	['ELBO']	VAE	1
44	-15.677285766601562	-16.914563598632814	"[4.52136259e-02 4.61171158e-02 4.63329164e-02 4.62166226e-02
 4.64649861e-02 4.67360322e-02 4.68981845e-02 4.63590400e-02
 4.62141953e-02 4.66598262e-02 4.71124704e-02 4.92823746e-02
 4.94308899e-02 4.92100635e-02 4.96969524e-02 4.96588291e-02
 4.91189897e-02 4.95374688e-02 4.84797048e-02 4.86351074e-02
 5.02212141e-02 5.12916938e-02 5.03210704e-02 4.58258865e-02
 4.43082998e-02 4.20327419e-02 3.52763755e-02 2.72231630e-02
 2.24030129e-02 1.71194632e-02 1.24034146e-02 5.93416382e-03
 1.42459074e-03 2.48323976e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5126332551735399	1.2962625504562333	['IWELBO']	IWAE	1
45	-15.425921630859374	-16.944522094726562	"[6.09986444e-02 6.11505315e-02 6.21712949e-02 6.21571894e-02
 6.23728707e-02 6.24258766e-02 6.25329302e-02 6.10129179e-02
 6.09288008e-02 6.13329536e-02 6.17045543e-02 6.15718061e-02
 6.19640011e-02 6.17426572e-02 6.21652845e-02 6.25116615e-02
 6.29371056e-02 6.34245600e-02 6.22665360e-02 6.25604227e-02
 6.21581094e-02 5.94702145e-02 5.72424738e-02 6.15332873e-02
 6.10097607e-02 5.64441044e-02 4.99502242e-02 4.38189486e-02
 3.48326597e-02 2.41001310e-02 1.56628616e-02 6.78037976e-03
 3.15092092e-03 2.58828401e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.6284435004122856	2.0593062308348387	['REVKL']	Forward KL	1
46	-15.829633178710937	-16.91661376953125	"[5.25790752e-02 5.25371521e-02 5.26137415e-02 5.25947892e-02
 5.26297886e-02 5.24320267e-02 5.22425598e-02 5.24180865e-02
 5.25812812e-02 5.28218306e-02 5.31474806e-02 5.29974082e-02
 5.35000953e-02 5.22079783e-02 5.27560722e-02 5.38037047e-02
 5.43010954e-02 5.41676924e-02 5.42801015e-02 5.19184102e-02
 5.26778983e-02 5.17945016e-02 5.12119829e-02 5.12201326e-02
 4.45532104e-02 4.16567759e-02 3.84588003e-02 3.63076839e-02
 2.98923331e-02 2.53449352e-02 1.77159848e-02 1.25736878e-02
 2.13260560e-03 2.58523821e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4636025137815107	1.138000201907025	['CUBO']	$\chi$	1
47	-15.882723999023437	-16.918902587890624	"[5.08521280e-02 5.07196376e-02 5.08958932e-02 5.11023478e-02
 5.12218967e-02 5.06340218e-02 5.04076840e-02 5.01729612e-02
 5.02607951e-02 4.96861196e-02 4.95083891e-02 4.95094427e-02
 4.95623540e-02 4.65886551e-02 4.71014910e-02 4.73909709e-02
 4.70993663e-02 4.82409336e-02 4.89564766e-02 4.78905972e-02
 4.72393016e-02 4.75235743e-02 4.41462567e-02 4.27783823e-02
 4.29190876e-02 4.37899459e-02 3.74569689e-02 2.86270837e-02
 2.28179886e-02 1.60688236e-02 1.01837229e-02 3.60939350e-03
 1.36995649e-03 2.34071746e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.39695777954592165	1.0539991968791165	['CUBO']	$\chi$ (St)	1
48	-15.8368017578125	-16.923206787109375	"[4.07144338e-02 4.06773400e-02 4.09387775e-02 4.10157446e-02
 4.09777912e-02 4.09676696e-02 4.10518691e-02 4.12543676e-02
 4.12931518e-02 4.13445202e-02 4.16376852e-02 4.17896414e-02
 4.15071928e-02 4.18052047e-02 4.18026156e-02 4.16171329e-02
 4.12198607e-02 3.93933153e-02 3.95111826e-02 3.95879801e-02
 3.85708132e-02 3.95216990e-02 3.90234289e-02 3.65754132e-02
 3.37772604e-02 2.91417232e-02 2.51100734e-02 1.92738731e-02
 1.51426458e-02 1.06511377e-02 8.10894628e-03 6.00330076e-03
 3.48973954e-03 3.23644320e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4526481962480496	0.0	['IWELBO', 'CUBO', 'REVKL']	MsbVAEB	1
49	-15.81891845703125	-16.93462890625	"[4.46728035e-02 4.45972463e-02 4.44812143e-02 4.47038775e-02
 4.48792937e-02 4.47316116e-02 4.47070256e-02 4.45437642e-02
 4.46140696e-02 4.51713758e-02 4.50719057e-02 4.36598568e-02
 4.39539434e-02 4.35059233e-02 4.36574489e-02 4.40969563e-02
 4.37912794e-02 4.48371735e-02 4.47542174e-02 4.56043925e-02
 4.51349158e-02 4.57003970e-02 4.34613893e-02 4.14998982e-02
 3.96889568e-02 3.69568926e-02 3.24784406e-02 2.68268805e-02
 1.83151790e-02 1.33339792e-02 9.78699717e-03 4.62981979e-03
 1.19808255e-03 2.65067893e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5229299023409997	1.4331577039860515	train	train	2
50	-15.129065551757812	-17.004869384765627	"[8.92357031e-02 8.96945911e-02 8.95943138e-02 8.92713455e-02
 8.92690899e-02 8.93269337e-02 8.90543752e-02 8.94543331e-02
 8.98471724e-02 9.07361506e-02 8.97507888e-02 8.94177313e-02
 8.97427965e-02 8.93557533e-02 8.88194750e-02 8.95276366e-02
 8.99020268e-02 9.14886602e-02 9.11918533e-02 9.20376666e-02
 8.96731614e-02 8.42388763e-02 8.44865121e-02 7.46046338e-02
 7.08363941e-02 6.08079226e-02 5.08228310e-02 4.09533686e-02
 2.93311031e-02 2.59008487e-02 2.01227044e-02 8.86148417e-03
 1.68405378e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.7597344528786805	4.4255906821564155	['ELBO']	VAE	2
51	-15.808838500976563	-16.934111938476562	"[5.39377356e-02 5.41239360e-02 5.39601531e-02 5.41888357e-02
 5.40421423e-02 5.39174392e-02 5.32382235e-02 5.36030975e-02
 5.38553109e-02 5.43701805e-02 5.40805283e-02 5.44227076e-02
 5.52645880e-02 5.45408554e-02 5.42922441e-02 5.47199609e-02
 5.38552029e-02 5.39083118e-02 5.21689284e-02 5.16041014e-02
 5.16227058e-02 5.32142543e-02 5.02857023e-02 4.89672760e-02
 4.49407752e-02 4.38445748e-02 3.84752909e-02 3.33629653e-02
 2.63781833e-02 2.01673804e-02 1.39545902e-02 7.25678510e-03
 1.45695082e-03 2.50151454e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.505194878167903	1.2120260805868657	['IWELBO']	IWAE	2
52	-15.326334838867188	-16.958172607421876	"[7.35305967e-02 7.31252845e-02 7.29296585e-02 7.27334587e-02
 7.29274380e-02 7.26709158e-02 7.17166549e-02 7.19547658e-02
 7.18711518e-02 7.10242628e-02 7.07787639e-02 6.86715942e-02
 6.87789301e-02 7.01202803e-02 7.06343843e-02 7.02415632e-02
 7.05586160e-02 6.93327739e-02 6.99596673e-02 6.60642547e-02
 6.58045573e-02 6.62315476e-02 6.47042213e-02 6.26776546e-02
 6.26039090e-02 5.83985211e-02 4.70093453e-02 3.84815093e-02
 3.05899125e-02 2.49667971e-02 1.57303316e-02 8.49854422e-03
 1.66997260e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.6568761412164555	2.556540640982784	['REVKL']	Forward KL	2
53	-15.875963745117188	-16.926546020507814	"[5.00215924e-02 4.97552465e-02 4.98880078e-02 4.97276762e-02
 4.94849662e-02 4.95396002e-02 4.93461353e-02 4.84530649e-02
 4.85521614e-02 4.90046312e-02 4.91732496e-02 4.93916764e-02
 4.95172300e-02 5.00310807e-02 4.94644362e-02 4.87723731e-02
 5.02782950e-02 5.05536549e-02 5.05480708e-02 5.17175433e-02
 5.19780182e-02 5.32082562e-02 5.26978710e-02 5.27800885e-02
 5.27410666e-02 5.08872377e-02 4.01036484e-02 3.65655809e-02
 2.62071719e-02 1.83390629e-02 1.24280581e-02 8.11215980e-03
 1.99835194e-03 3.71694344e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.44395059201515574	0.9802003061417145	['CUBO']	$\chi$	2
54	-15.835092163085937	-16.935263671875	"[4.59732210e-02 4.57430654e-02 4.59238218e-02 4.61249520e-02
 4.63487001e-02 4.64917650e-02 4.60103532e-02 4.60897872e-02
 4.61503733e-02 4.64268036e-02 4.73808361e-02 4.75878584e-02
 4.74801514e-02 4.74178008e-02 4.79877627e-02 4.79538528e-02
 4.78499606e-02 4.96489330e-02 4.76769305e-02 4.73733442e-02
 4.85214574e-02 4.51652528e-02 4.56536719e-02 4.48337658e-02
 4.45025005e-02 4.28667934e-02 3.83074862e-02 3.26556469e-02
 2.79503489e-02 2.08515377e-02 1.28927707e-02 9.00120026e-03
 2.07202177e-03 2.54894276e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4505151300098864	1.186601099144214	['CUBO']	$\chi$ (St)	2
55	-15.749869995117187	-16.934698486328124	"[3.61366449e-02 3.63292269e-02 3.63241417e-02 3.61984269e-02
 3.62708814e-02 3.63323188e-02 3.57130234e-02 3.59155398e-02
 3.63459860e-02 3.64843432e-02 3.66575958e-02 3.68371340e-02
 3.66930783e-02 3.66679939e-02 3.67120492e-02 3.58330228e-02
 3.61591741e-02 3.62704248e-02 3.74076183e-02 3.79496997e-02
 3.66121680e-02 3.53778163e-02 3.34996294e-02 3.12473677e-02
 3.16036156e-02 3.10600072e-02 2.83102911e-02 2.46125215e-02
 1.96890507e-02 1.27670415e-02 8.35468939e-03 5.54745781e-03
 1.43797356e-03 3.60909546e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5145281300808966	0.0	['IWELBO', 'CUBO', 'REVKL']	MsbVAEB	2
56	-15.613640747070313	-16.910098266601562	"[4.61388217e-02 4.61023851e-02 4.60535447e-02 4.62084235e-02
 4.62900542e-02 4.63341230e-02 4.62970417e-02 4.58517888e-02
 4.59890594e-02 4.55550182e-02 4.51840856e-02 4.51119577e-02
 4.55351273e-02 4.57142146e-02 4.59043997e-02 4.51854106e-02
 4.55368943e-02 4.60773785e-02 4.60812169e-02 4.56074753e-02
 4.42750285e-02 4.28111293e-02 4.14043660e-02 4.25588668e-02
 3.71313675e-02 3.58977978e-02 3.35018260e-02 2.65475264e-02
 2.21230237e-02 1.79978726e-02 1.39708460e-02 8.45081422e-03
 1.51982197e-03 2.41265296e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.55911741038041	1.6188404307567448	train	train	3
57	-14.940037231445313	-16.995609130859375	"[7.87836481e-02 7.86197266e-02 7.90256613e-02 7.91971932e-02
 7.89228269e-02 7.92599082e-02 7.92717496e-02 7.81687564e-02
 7.96423533e-02 7.88362820e-02 7.82117279e-02 7.80500820e-02
 7.83713106e-02 7.99185120e-02 8.16672133e-02 8.20308063e-02
 8.36920349e-02 8.16766546e-02 8.12738439e-02 8.21323279e-02
 8.23398933e-02 8.11940369e-02 7.66498327e-02 7.56823027e-02
 7.25620875e-02 6.53941106e-02 5.90083075e-02 5.10628258e-02
 4.11977084e-02 3.23828355e-02 2.74621552e-02 8.71813747e-03
 2.58349312e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.7589478530838351	4.317574424867254	['ELBO']	VAE	3
58	-15.594625854492188	-16.915802001953125	"[5.41327690e-02 5.40137852e-02 5.44058843e-02 5.43260470e-02
 5.47090362e-02 5.46601352e-02 5.52063976e-02 5.53857140e-02
 5.48933114e-02 5.48850353e-02 5.51825502e-02 5.46754226e-02
 5.31470661e-02 5.22035470e-02 5.23516413e-02 5.23850306e-02
 5.18258779e-02 5.14940297e-02 4.99890808e-02 5.15903064e-02
 5.02354282e-02 4.44250139e-02 4.22326854e-02 4.36307169e-02
 4.31609837e-02 3.87426414e-02 3.38730514e-02 3.33885585e-02
 2.97686537e-02 2.49257829e-02 1.97077266e-02 1.15236612e-02
 2.19363422e-03 2.58761941e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5450519804309034	1.3872375113621964	['IWELBO']	IWAE	3
59	-15.239358520507812	-16.949240112304686	"[5.41005994e-02 5.40722569e-02 5.41058671e-02 5.38245893e-02
 5.37996042e-02 5.51005281e-02 5.52617648e-02 5.50270654e-02
 5.46567085e-02 5.45792944e-02 5.55427846e-02 5.62598648e-02
 5.66600540e-02 5.67779770e-02 5.82009431e-02 5.81020681e-02
 5.71057891e-02 5.56060696e-02 5.30211974e-02 5.29889254e-02
 5.10652514e-02 5.24664562e-02 5.14134571e-02 5.06958356e-02
 4.79267872e-02 4.81757577e-02 4.06995881e-02 3.76209479e-02
 2.30649811e-02 2.25459550e-02 1.37650559e-02 6.74378982e-03
 1.56120640e-03 2.58829593e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.6685225055025965	2.349504911643876	['REVKL']	Forward KL	3
60	-15.74000732421875	-16.906447143554686	"[4.77756439e-02 4.80355210e-02 4.81338046e-02 4.80962105e-02
 4.83632927e-02 4.87896522e-02 4.88885051e-02 4.84746923e-02
 4.84097899e-02 4.84153392e-02 4.84230742e-02 4.77010039e-02
 4.73805621e-02 4.76217216e-02 4.85740060e-02 4.91704661e-02
 5.03236813e-02 4.99282148e-02 5.04275391e-02 4.84774714e-02
 4.80014840e-02 5.05937465e-02 4.99398611e-02 4.90857675e-02
 4.75911613e-02 4.44070715e-02 3.86243956e-02 2.92248407e-02
 2.35461675e-02 1.70831825e-02 9.98386034e-03 7.19313675e-03
 2.88674455e-03 2.58706509e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4608775880068728	1.0949237199830286	['CUBO']	$\chi$	3
61	-15.775552368164062	-16.913561401367186	"[4.95147530e-02 4.97055412e-02 4.96227635e-02 4.97218575e-02
 4.96587104e-02 4.96559199e-02 4.94279473e-02 4.91656459e-02
 4.92102194e-02 4.93007195e-02 5.05160191e-02 4.99939822e-02
 5.00512487e-02 5.00118969e-02 5.04549753e-02 5.10572410e-02
 4.99027667e-02 5.13997388e-02 5.07337761e-02 4.91975736e-02
 4.80309746e-02 4.75069425e-02 4.67212511e-02 4.26974793e-02
 3.90483608e-02 3.80587177e-02 3.18021657e-02 2.72714344e-02
 1.84345353e-02 1.56650034e-02 9.42698810e-03 5.00473747e-03
 1.37034196e-03 2.13332365e-04 6.85439577e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.4667354094517739	1.1641232864901416	['CUBO']	$\chi$ (St)	3
62	-15.662740478515625	-16.920014038085938	"[3.26647399e-02 3.27898718e-02 3.28059869e-02 3.27869749e-02
 3.29524738e-02 3.27620905e-02 3.30589702e-02 3.30397899e-02
 3.31842254e-02 3.33575824e-02 3.36711661e-02 3.41598068e-02
 3.37776584e-02 3.38640130e-02 3.35804734e-02 3.34576219e-02
 3.23793883e-02 3.32106423e-02 3.28004415e-02 3.40814233e-02
 3.36742898e-02 3.30478866e-02 3.39980631e-02 3.27028911e-02
 3.02432574e-02 2.87155405e-02 2.54883454e-02 2.18693731e-02
 1.83672602e-02 1.32484695e-02 8.09852417e-03 4.98392855e-03
 2.21384834e-03 2.29430496e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.49504442606390137	0.0	['IWELBO', 'CUBO', 'REVKL']	MsbVAEB	3
63	-15.759942016601563	-16.916009521484376	"[4.16192779e-02 4.16522404e-02 4.17334844e-02 4.19239800e-02
 4.21921025e-02 4.23700909e-02 4.25173264e-02 4.24744074e-02
 4.22207962e-02 4.20326206e-02 4.20651358e-02 4.18327930e-02
 4.17681494e-02 4.26216111e-02 4.29517520e-02 4.22873224e-02
 4.16081095e-02 4.17251129e-02 4.16254192e-02 4.19569169e-02
 4.24791866e-02 4.19067391e-02 4.01211272e-02 3.80920851e-02
 3.84771491e-02 3.48461105e-02 2.69849688e-02 2.14160797e-02
 1.57855857e-02 1.18826328e-02 9.02551419e-03 4.14804086e-03
 1.49280905e-03 2.47513651e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	0.5328999375892728	1.3896669741651317	train	train	4
