	CONFIGURATION	IWELBO	KHAT	L1_IS_ERRS	L1_PLUGIN_ERRS	a2_norm	counts	counts_eval	custom_metrics	do_student	encoder_type	eval_encoder_name	exact_lls_test	exact_lls_train	experiment	gamma	gt_post_var	l1_err_ex_is	l2_ess	learn_var	loss_gen	loss_wvar	lr	model_lls_test	model_lls_train	model_name	multi_counts_eval	multimodal_var_landscape	n_epochs	n_hidden	n_samples_phi	n_samples_theta	optim_mixture	sigma	student_df	student_encs
0	(True, 'ELBO', ['ELBO'])	-17.210765380859375	"[0.51404752 0.64505497 0.43802875 0.69825699 0.62201137 0.52505967
 0.61234777 0.62363086 0.86286411 0.41022064 0.67851009 0.3769234
 0.64581552 0.4541721  0.65047232 0.67422511 0.65270308 0.69567462
 0.58540725 0.45670494 0.45949309 0.65548294 0.47781539 0.3621917
 0.78564308 0.44878203 0.55865859 0.66031691 0.60744959 0.28480825
 0.42004607 0.53088288 0.38897433 0.52411784 0.56041323 0.48623959
 0.42080352 0.40156846 0.58997825 0.52814571 0.47009609 0.5650612
 0.5752147  0.45048104 0.7110519  0.62081336 0.54753338 0.22950075
 0.66622808 0.6152653  0.58573193 0.63000699 0.45278245 0.63222778
 0.94154412 0.54667052 0.66538611 0.36105096 0.50164476 0.38690969
 0.51713863 0.5296285  0.53959743 0.49032675 0.64261926 0.46810977
 0.52977721 0.38107922 0.74739135 0.49989217 0.44931818 0.54403196
 0.65069873 0.53079014 0.6450425  0.53634321 0.25060621 0.5653257
 0.45122158 0.53690854 0.54782572 0.3037455  0.74484786 0.41180486
 0.53891037 0.76274226 0.67542871 0.40081973 0.66958153 0.46921633
 0.52103243 0.51861596 0.45756894 0.64779635 0.44978963 0.3587871
 0.67041222 0.50912332 0.47961865 0.67027086 0.58314057 0.61365384
 0.65436594 0.59784628 0.46733917 0.56956496 0.57166494 0.58149211
 0.71972904 0.54951221 0.52625563 0.41331913 0.37113688 0.56505169
 0.38082946 0.58707581 0.55043371 0.68764479 0.57425722 0.35283314
 0.49818578 0.47273329 0.58628081 0.67549145 0.54318527 0.49100836
 0.62698852 0.56480984 0.59904936 0.59009752 0.40241145 0.67017806
 0.5508094  0.49392879 0.49912786 0.54663756 0.5539558  0.57752425
 0.49934585 0.502374   0.56147221 0.38138765 0.46737398 0.72927093
 0.48029286 0.65079062 0.45198228 0.48226054 0.43646202 0.63623094
 0.6466777  0.5914977  0.68871556 0.61955454 0.63304157 0.616349
 0.48988177 0.50210562 0.51137463 0.61737422 0.46295354 0.65272528
 0.44739614 0.59016481 0.58710632 0.44446828 0.51067727 0.55482549
 0.34359815 0.45278069 0.54320702 0.72292184 0.5142379  0.48595823
 0.51508169 0.71689082 0.52971487 0.71008799 0.53451934 0.56304177
 0.63308051 0.61438121 0.50932366 0.64957405 0.47708339 0.55605686
 0.65039267 0.46348236 0.69655086 0.63408228 0.43139685 0.80091947
 0.5668833  0.62869152 0.54039487 0.67967206 0.58845105 0.64808033
 0.61013119 0.74883183]"	"[9.77149620e-02 9.75735407e-02 9.75898088e-02 9.74556077e-02
 9.74642711e-02 9.74785656e-02 9.72761168e-02 9.76279157e-02
 9.78007023e-02 9.73210593e-02 9.72736125e-02 9.69804406e-02
 9.66868801e-02 9.69137136e-02 9.72124671e-02 9.75185560e-02
 9.73197348e-02 9.73103978e-02 9.76115773e-02 9.71354986e-02
 9.58617163e-02 9.47093049e-02 9.11070160e-02 8.76343293e-02
 8.12156398e-02 7.51467148e-02 6.68960199e-02 5.67129450e-02
 4.43056865e-02 3.23667976e-02 2.06796947e-02 1.02876203e-02
 3.67813771e-03 1.75260304e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	"[9.12345330e-02 9.12911831e-02 9.13703235e-02 9.14196575e-02
 9.14750224e-02 9.14717941e-02 9.15070864e-02 9.16039072e-02
 9.14774904e-02 9.14415443e-02 9.12958144e-02 9.12059783e-02
 9.12254958e-02 9.09940096e-02 9.08173948e-02 9.09213231e-02
 9.05981764e-02 9.02529040e-02 8.96975663e-02 8.89777203e-02
 8.80693782e-02 8.59954929e-02 8.41577244e-02 8.12270171e-02
 7.75316073e-02 7.18694029e-02 6.43122394e-02 5.43847066e-02
 4.24268852e-02 2.90399659e-02 1.63394902e-02 6.79320834e-03
 1.65652658e-03 2.25500324e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	1.562765610000521			{'sgm_norm': [5.734858375968263, 5.726758998812959, 5.720732313575074, 5.714050185860917, 5.707923782052323, 5.70242683309488, 5.696528417052552, 5.690846276463792, 5.685078394593522, 5.679131311358735, 5.6725022615807505, 5.665332418860719, 5.658302885474488, 5.650697392405793, 5.642720681609437, 5.634887021960542, 5.626556378783509, 5.617872429074571, 5.608711135567948, 5.599378061475083, 5.589033079327867, 5.578044396819398, 5.566907537164018, 5.555075895966813, 5.543220591725633, 5.531244409264848, 5.519311678590104, 5.507178408088014, 5.495536071242616, 5.4826545538323375, 5.468894404353425, 5.454209011973664, 5.438525241793916, 5.421578031958863, 5.403408450068757, 5.386260193766877, 5.368535977782533, 5.3506747903244944, 5.330740910949037, 5.309656185092256, 5.2893615188019725, 5.270155948581025, 5.2498144330399485, 5.227147501887605, 5.2052516164200755, 5.181066197337434, 5.15419982093744, 5.126303953112886, 5.100584906520173, 5.073656422080323, 5.04528264421396, 5.015279632987306, 4.984387082042024, 4.9506118716614695, 4.916945022525117, 4.883564156474397, 4.846445244731233, 4.808017414988801, 4.770710033358857, 4.732951563777253, 4.692923826159761, 4.653103035868928, 4.611991805018708, 4.568768900813386, 4.525449675502107, 4.482756656588838, 4.4409906091111155, 4.3978363694565745, 4.352206033648774, 4.305518549861238, 4.260336798610017, 4.210888785304353, 4.160882157267854, 4.106785100878999, 4.049934786738679, 3.9949220837967845, 3.9365047635453196, 3.879230660380647, 3.82644502538614, 3.7720171632187816, 3.7136816205399485, 3.6543149175065013, 3.5954066934006663, 3.5373326959031077, 3.483251255931184, 3.4243234815018626, 3.3608538331406566, 3.3030113400834056, 3.244125527324006, 3.189838570536897, 3.1322297276871653, 3.073060435237214, 3.0199729623215648, 2.9669961156266185, 2.913729590358064, 2.8527433099167796, 2.79410163778238, 2.734958094538972, 2.6755344094651194, 2.6204201402085276], 'a_err_norm': [5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08, 5.635928443396457e-08], 'mdl_ll_train': [-20.530877184515408, -20.40181061544303, -20.30028639488643, -20.20734149975574, -20.11679297267832, -20.033859425809773, -19.954023603860456, -19.877755570531768, -19.80312676556956, -19.7334921041964, -19.666613814369516, -19.601876701290916, -19.539814977327307, -19.47964885320933, -19.420471150308668, -19.36260168055746, -19.30575890101154, -19.249642538220105, -19.19583202885091, -19.1429898042716, -19.089342036358016, -19.036722755011464, -18.986530938611033, -18.935564534724826, -18.884269810211432, -18.83521763919016, -18.78690070187348, -18.740698769674207, -18.694827519269033, -18.650839512104604, -18.60783369602428, -18.563599459302726, -18.517985916092375, -18.474311583079828, -18.430249953084232, -18.38695559384273, -18.34466453533095, -18.302716639775156, -18.25834247431988, -18.215856035581417, -18.174227448512703, -18.135216938264026, -18.097348511627132, -18.058090523005067, -18.020088032072977, -17.98143578026741, -17.942636767987448, -17.906563572383565, -17.873386863065292, -17.839298122050874, -17.80599053260563, -17.774438397480434, -17.742782911335695, -17.711345279134772, -17.681253575323097, -17.65259758601736, -17.62410440724986, -17.596093200340587, -17.569832807726026, -17.544602301935686, -17.521087034162807, -17.4971707722172, -17.473712453447284, -17.450717208907594, -17.428395233117936, -17.407259180075954, -17.387923073769134, -17.369744023804536, -17.350962069327927, -17.33214187148898, -17.314001078909197, -17.29571470626063, -17.27833162035828, -17.26184854530642, -17.246491659078856, -17.230785222674253, -17.215137498060702, -17.20171216754768, -17.190032680913035, -17.178426628127593, -17.166274458804093, -17.154107688735497, -17.14375654699962, -17.134936363589986, -17.127172374463434, -17.119043548855725, -17.109366897551325, -17.101202102288784, -17.09177995776443, -17.082389960387996, -17.073539980311647, -17.06736531004197, -17.062462362923657, -17.059124277667824, -17.054711230757835, -17.049157892574478, -17.044162709341265, -17.038567335838774, -17.03373480835765, -17.028798771207477], 'mdl_ll_test': [-20.847345602179725, -20.718879994811704, -20.617904876169344, -20.52478654608967, -20.43272089990601, -20.34834460735225, -20.26651874593176, -20.18831042439207, -20.112330381460875, -20.04138898386718, -19.973630780783793, -19.90816949668486, -19.84471095799378, -19.783626790737575, -19.722952408515265, -19.663774376623046, -19.60631376111653, -19.54887830943432, -19.49348700942654, -19.438586202692203, -19.38297850868767, -19.3288618340047, -19.277278631319447, -19.224433286653618, -19.171827400334635, -19.12167596136509, -19.071427570393567, -19.023274761288928, -18.97505984014399, -18.929308551276215, -18.88454062418347, -18.838727207009338, -18.790686647061207, -18.745144947708656, -18.69950003537282, -18.65429950742527, -18.610482051436335, -18.5657663857265, -18.518527841465044, -18.474243973211376, -18.430246955873443, -18.389150078756316, -18.34920888587607, -18.307159056287773, -18.26575956052006, -18.22383570423532, -18.182302193570393, -18.143412578216854, -18.107356221396063, -18.070203560253386, -18.034335762848908, -18.000801304279403, -17.967029102977452, -17.933698164331666, -17.901770841862664, -17.87093989291022, -17.84103145356467, -17.811808636281306, -17.784239296796397, -17.757698248890634, -17.732249167949284, -17.70659393742368, -17.681585293367313, -17.656854678353948, -17.632886511284354, -17.610212317506, -17.589187060986667, -17.569293337480975, -17.54928707946718, -17.529467487533903, -17.510732567334518, -17.491439080709952, -17.472722947062906, -17.45479573298422, -17.43822591179914, -17.42189146927529, -17.405594763462517, -17.39096229395474, -17.378273744957735, -17.365784607559725, -17.353315378687938, -17.341076864358914, -17.331165325611686, -17.321850853164268, -17.31355053396032, -17.304827893992876, -17.293758669596855, -17.283800232944053, -17.27352921616911, -17.263785635405384, -17.255233630736367, -17.24873037098205, -17.243200211663655, -17.238386815258142, -17.233256287767798, -17.226929558712314, -17.221286436660147, -17.21522541705468, -17.210200851617966, -17.205348691602257]}	False	train	train	-16.754909682510267	-16.754909682510267	0	"[[0.11897042 0.         0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.         0.07890126 0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.         0.         0.39224238 0.         0.         0.
  0.         0.         0.         0.        ]
 [0.         0.         0.         6.01507608 0.         0.
  0.         0.         0.         0.        ]
 [0.         0.         0.         0.         1.83562471 0.
  0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.03858794
  0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  5.10939321 0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         3.70779869 0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.66356783 0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         1.21857488]]"	"[[ 0.30408664 -0.10947784  0.01836265  0.00299702 -0.2682573  -0.12909152]
 [-0.10947784  0.57534128  0.01648166  0.07723345  0.0055123   0.1244567 ]
 [ 0.01836265  0.01648166  0.5521217  -0.20123076 -0.06862415  0.03493171]
 [ 0.00299702  0.07723345 -0.20123076  0.15548854 -0.07422457  0.00412848]
 [-0.2682573   0.0055123  -0.06862415 -0.07422457  0.47975588  0.12544665]
 [-0.12909152  0.1244567   0.03493171  0.00412848  0.12544665  0.21216872]]"	0.0914170974949139	"[269.73563   223.75772   133.77972   382.2225    441.35306   241.30092
 330.2158    307.58588   167.52873   371.57565   333.558     408.98853
 184.4643    307.35544   172.79198   207.5921    275.84164   330.78622
 395.13034   369.17398   342.82114   155.09166   367.00494   214.60146
 229.36678   234.07251   250.15033   401.804      10.3621235 355.32782
 490.4021    520.29034   150.53192   287.95358   396.6371    211.4313
 293.79446   123.20024   297.6722    467.31015   216.74388   354.72174
 139.27257   467.60883   392.53983   406.2776    131.44614   131.3892
 337.52652   453.04977   255.21527   272.6531    370.72      254.48468
 378.53973   421.54056   218.32692   428.8896    219.15866   225.36856
 109.13834   421.04507   338.83148   350.7128    325.28754   313.1334
 180.00851   408.63022   116.26112   475.6087    177.3425    277.80533
 483.13104   429.53665   266.02646    86.4939    356.18488   242.20143
 235.90114   320.81873   458.16727   239.11452   283.63785   164.80229
 348.76016   146.76158   373.43185   209.11198   297.50598   354.65448
 347.24017   332.41376   408.68997     2.490394  255.0265    364.05746
 337.25452   344.9225    224.97597    72.10325   487.8981    186.82845
 314.20444   155.6228     74.7883    426.27118   369.49084   416.18408
 256.13983   249.76326   468.12744    78.76362   310.3791    392.12915
 251.05113   235.01488   317.96756   142.96988   114.49224   376.12274
  25.460228   23.552393  213.17126   153.32657   183.04529   191.88974
 324.91483   212.13596   223.83255   366.22018    52.598442  391.75046
 429.2395    305.15295   383.97873    62.222477  404.04395   380.4996
 242.03795   390.6104    346.7752    227.62553   429.4765    132.05771
  75.602295  236.81404   267.734     380.3585    430.11365    20.275677
 322.3354    384.49084   302.91953   338.6947    379.02985     8.444577
 413.7297    307.26892   236.65195   189.99799   252.39252   321.99948
 378.6455     81.06315   408.9679    119.29043   331.25427   402.40424
 445.74643   264.79843   376.88705   173.24518   486.91913   283.60617
 249.62701   268.74716   215.2601    263.02148   386.9913    239.55946
 369.09988   285.22934   389.92245   243.18741   302.49652   241.63512
 337.4518    238.77127   352.6553    217.11617   198.65503   248.57445
 172.0437    410.19928   103.16268   279.12952   137.10405   433.26062
 113.51483   399.63422  ]"	True	ELBO	['ELBO']	0.01	-17.205348691602257	-17.028798771207477	VAE		False	100	128	5	5	False	"[[-0.14245676 -1.4582285  -0.7682857   1.2222024   0.5774749  -1.0931203
   1.2661059   1.3332359  -0.30889687  0.20502725]]"		[]
1	(True, 'ELBO', ['ELBO'])	-17.206542358398437	"[0.61183385 0.56962934 0.68547626 0.70632001 0.36964889 0.85693449
 0.70165741 0.45790688 0.70361433 0.59004548 0.61464736 0.69630588
 0.44187435 0.5775978  0.45925047 0.53620868 0.44235502 0.55414179
 0.6461077  0.60370439 0.50265006 0.55292544 0.47751354 0.55395534
 0.49144238 0.62637947 0.37966715 0.60346294 0.457304   0.45617846
 0.53789169 0.596741   0.55745146 0.66883863 0.69106821 0.56488624
 0.56743844 0.59740136 0.44147065 0.64587018 0.62931242 0.78386453
 0.62014805 0.6515826  0.65200538 0.67990469 0.59055884 0.40470848
 0.50602822 0.49171762 0.63911983 0.52822473 0.63438197 0.69339695
 0.45305353 0.56255244 0.53377063 0.62634798 0.56984421 0.67096543
 0.44222744 0.38425901 0.57150718 0.57856376 0.57599597 0.57191111
 0.57102867 0.56967888 0.55637323 0.39910474 0.44571249 0.60937349
 0.3623705  0.42265603 0.47464907 0.73047982 0.41047499 0.32632325
 0.53995746 0.57974157 0.69431059 0.58051248 0.62598345 0.60121402
 0.43876727 0.46453315 0.55570041 0.61190758 0.37798447 0.55854569
 0.56345663 0.74074695 0.74120508 0.60916181 0.76926494 0.54848271
 0.44482965 0.48742838 0.76507709 0.61627903 0.56534443 0.44638574
 0.48136901 0.61253588 0.45756008 0.64141549 0.56622835 0.52426217
 0.74489904 0.60440727 0.59687121 0.51837456 0.6290597  0.55741918
 0.42163299 0.39287933 0.70460614 0.562516   0.64525258 0.54404556
 0.58991984 0.56248794 0.42205981 0.45818482 0.58486594 0.53354808
 0.67139475 0.60542646 0.58357103 0.5100952  0.71229683 0.8111775
 0.40390517 0.47232079 0.66757002 0.46262314 0.52958404 0.47275202
 0.5344488  0.57263432 0.68134654 0.62111003 0.55928165 0.67585336
 0.54294684 0.70518861 0.45143883 0.44783736 0.57238911 0.36600095
 0.4754376  0.48771711 0.40805604 0.53100141 0.73852906 0.59968523
 0.70438917 0.61011314 0.41472312 0.52790443 0.48939736 0.57551541
 0.45885622 0.52827859 0.5513839  0.42511124 0.49599075 0.66475907
 0.54367983 0.43404993 0.45753748 0.41623016 0.41604155 0.47898016
 0.70465128 0.37687772 0.63395083 0.68974495 0.38026046 0.66301354
 0.47121509 0.50370467 0.5203144  0.6052005  0.55057479 0.57165196
 0.45640226 0.36845679 0.6293246  0.6460597  0.60658975 0.41506303
 0.53142305 0.63744388 0.51482692 0.58342631 0.56810568 0.86731913
 0.59887048 0.44515883]"	"[9.52696414e-02 9.50940660e-02 9.50627896e-02 9.54472480e-02
 9.54980901e-02 9.57664663e-02 9.55433586e-02 9.56291961e-02
 9.59013955e-02 9.59691155e-02 9.57086134e-02 9.59692899e-02
 9.55213423e-02 9.60199290e-02 9.57388124e-02 9.59653677e-02
 9.63622824e-02 9.52054942e-02 9.46413608e-02 9.58096532e-02
 9.54888814e-02 9.26962723e-02 9.07144195e-02 8.74221289e-02
 8.34911135e-02 7.89154078e-02 7.00148786e-02 5.84341424e-02
 4.69972328e-02 3.44608400e-02 2.06015907e-02 8.80542088e-03
 2.43127601e-03 1.27535461e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	"[1.28294389e-01 1.28218002e-01 1.28272880e-01 1.28268142e-01
 1.28218533e-01 1.28135972e-01 1.28004971e-01 1.28041670e-01
 1.27865187e-01 1.27743802e-01 1.27809533e-01 1.27724196e-01
 1.27418916e-01 1.26837450e-01 1.26597134e-01 1.25728981e-01
 1.24829063e-01 1.23911334e-01 1.23090120e-01 1.21420452e-01
 1.19062370e-01 1.15941575e-01 1.12119970e-01 1.06882218e-01
 1.00819993e-01 9.23914023e-02 8.16582611e-02 7.00103048e-02
 5.60463360e-02 3.93854050e-02 2.26664045e-02 9.30447312e-03
 2.24384658e-03 2.18829810e-04 6.88091984e-06 1.87651952e-08
 1.27699296e-12 5.55111512e-19 0.00000000e+00 0.00000000e+00]"	1.45236973606307			{'sgm_norm': [], 'a_err_norm': [], 'mdl_ll_train': [], 'mdl_ll_test': []}	False	['ELBO']	VAE	-16.754909682510267	-16.754909682510267	0	"[[0.11897042 0.         0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.         0.07890126 0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.         0.         0.39224238 0.         0.         0.
  0.         0.         0.         0.        ]
 [0.         0.         0.         6.01507608 0.         0.
  0.         0.         0.         0.        ]
 [0.         0.         0.         0.         1.83562471 0.
  0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.03858794
  0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  5.10939321 0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         3.70779869 0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.66356783 0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         1.21857488]]"	"[[ 0.30408664 -0.10947784  0.01836265  0.00299702 -0.2682573  -0.12909152]
 [-0.10947784  0.57534128  0.01648166  0.07723345  0.0055123   0.1244567 ]
 [ 0.01836265  0.01648166  0.5521217  -0.20123076 -0.06862415  0.03493171]
 [ 0.00299702  0.07723345 -0.20123076  0.15548854 -0.07422457  0.00412848]
 [-0.2682573   0.0055123  -0.06862415 -0.07422457  0.47975588  0.12544665]
 [-0.12909152  0.1244567   0.03493171  0.00412848  0.12544665  0.21216872]]"	0.09914934266336012	"[206.08484   309.6906    310.78583   166.56894    39.81132   216.5698
 142.9271     17.796013  155.04887   148.54135   162.54462   131.12657
 103.95032   150.3161    241.95691   172.07819   261.56482   273.408
 145.00807   225.10432    30.157877   90.24444    96.85099    15.874737
  71.299934  168.72714   110.17531   135.64212     8.393618   82.61798
  82.03451    99.93879   122.29776    85.41764    76.929344    6.4016266
  46.1441     43.174355  113.43972    58.59773   131.24098   244.7966
 116.2255    230.13512    58.568085   88.395874   93.319046  191.69566
  71.69069   126.31443   290.86035   179.38011   178.5345    241.62674
  67.38935    11.8259115 149.52954   112.675125   26.637747  213.20448
 107.35948    89.96158   289.162     127.374725  142.95393    44.114323
 226.66943   175.15784   226.71655    42.141605  285.69464    59.7251
 144.28165   112.740654  242.33533    65.872314  172.78494   124.32437
 167.12477   340.09286   153.35706    19.815878   98.4161    317.33884
 123.37835   188.13385   226.60172   114.08668    65.052216   47.733044
 113.70922   109.1567    181.73334    67.55989    91.708755   38.03411
 128.0797    280.6057     50.35946   192.95427    83.588066  435.50845
 108.0173    360.30246   212.60927   236.96158   106.46222   327.1129
 319.83325   178.81349   104.2129    170.71893    60.917114   69.3903
  45.688717   29.702993   98.41497    44.597366   21.01808   207.2119
 298.15207   135.89944    53.837536  168.9954    217.8098     85.46904
 178.8535    198.95592    80.11744    52.241596   70.88764   229.03743
 209.53314   136.69766     9.353996  253.83206   259.19385   191.018
 115.10194    92.70561    85.9436    247.72299    53.92231    17.926792
 171.11636   153.63698   171.09093   173.75964    57.262234  112.46042
 189.8895    128.46597    80.853905   53.416027  183.09773     4.105091
   4.2567835   9.816249  130.92413   108.5595     59.26763    60.70837
  20.672415   90.658775   10.96692    11.078793   25.30187   123.67764
  59.390053  222.4141    130.24802    95.46581    12.079441  103.36034
 273.1056     67.62185   125.57479   161.08627   230.6419    127.404465
  86.221245   96.618225   73.73768    47.782818  131.1301     39.345814
  27.587759   45.952095   21.887833   10.920307  278.74365   339.17548
 228.79247   188.10379   129.05032   235.40668   258.14108   292.10303
   3.2443783 121.884796 ]"	True	ELBO	['ELBO']	0.01	-17.205348691602257	-17.028798771207477	VAE		False	100	128	5	5	False	"[[-0.14245676 -1.4582285  -0.7682857   1.2222024   0.5774749  -1.0931203
   1.2661059   1.3332359  -0.30889687  0.20502725]]"		[]
